loyalty_number,churned,churn_prob,risk_bucket,cluster_label,rfm_segment,clv,behavioral_clv,priority_score,priority_rank,nudge_type,mechanism,channel,timing,subject_line,message_frame,be_principle,success_kpi,expected_lift,priority_tier
103699,0,0.05747703,Low (<25%),Moderate Risk,Recent Low-Freq,5595.39,5273.7836011083,303.1214182544098,2350.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103731,0,0.004813694,Low (<25%),Moderate Risk,Loyal,4015.34,3996.01138193404,19.2355760131476,10744.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103823,0,0.0006624439,Low (<25%),Moderate Risk,Loyal,4812.53,4809.341968857932,3.185919250283927,13058.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103860,0,0.02321572,Low (<25%),Moderate Risk,Loyal,3358.53,3280.5593079084,76.1605463357952,6615.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103862,0,0.014561324,Low (<25%),Moderate Risk,Recent Low-Freq,4878.83,4807.78777562908,70.00775552417434,6913.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103916,0,0.18844488,Low (<25%),Moderate Risk,Lost,3803.92,2129.028104876138,401.2044457400113,1777.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
103969,0,0.0034329484,Low (<25%),Moderate Risk,Champions,31410.93,31303.09789811399,107.46191984437378,5429.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
103970,0,0.0024614015,Low (<25%),Moderate Risk,Champions,8257.67,8237.344558675495,20.2754122527407,10622.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
104103,0,0.034200985,Low (<25%),Moderate Risk,Champions,8262.88,7980.281365063199,272.933483262306,2625.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
104267,0,0.00040825538,Low (<25%),Loyal Champions,Loyal,2701.04,2699.937285888405,1.1022639226265394,13379.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
104353,0,0.024175445,Low (<25%),Moderate Risk,Champions,15777.89,15396.45248808895,372.21609032090754,1930.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
104431,0,0.018686898,Low (<25%),Moderate Risk,Lost,2822.59,2130.649652749369,39.81523273466288,8717.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
104541,0,0.021945382,Low (<25%),Moderate Risk,Recent Low-Freq,8621.0,8431.808861778,185.0392664227034,3655.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
